week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,weekly_views
2022-12-04,films (non-english),4,warriors of future,,11970000,
2022-12-04,films (non-english),5,lesson plan,,10990000,
2022-12-04,films (non-english),6,the lost patient,,8170000,
2022-12-04,films (non-english),7,a man of action,,7800000,
2022-12-04,films (non-english),8,whos a good boy,,4320000,
2022-12-04,films (non-english),9,goodbye,,4090000,
2022-12-04,films (non-english),10,love destiny the movie,,3260000,
2022-12-04,tv (english),1,wednesday,Wednesday: Season 1,411290000,
2022-12-04,tv (english),2,1899,1899: Season 1,44620000,
2022-12-04,tv (english),3,firefly lane,Firefly Lane: Season 2,29010000,
2022-12-04,tv (english),4,the crown,The Crown: Season 5,27790000,
2022-12-04,tv (english),5,crime scene the texas killing fields,Crime Scene: The Texas Killing Fields: Limited Series,23880000,
2022-12-04,tv (english),6,dead to me,Dead to Me: Season 3,19540000,
2022-12-04,tv (english),7,manifest,Manifest: Season 4,15380000,
2022-12-04,tv (english),8,blood water,Blood & Water: Season 3,12690000,
2022-12-04,tv (english),9,manifest,Manifest: Season 1,11660000,
2022-12-04,tv (english),10,little angel,Little Angel: Volume 1,11180000,
2022-12-04,tv (non-english),1,the unbroken voice,The Unbroken Voice: Season 1,28110000,
2022-12-04,tv (non-english),2,til money do us part,Til Money Do Us Part: Season 1,24900000,
2022-12-04,tv (non-english),3,elite,Elite: Season 6,22440000,
2022-12-04,tv (non-english),4,under the queens umbrella,Under the Queen's Umbrella: Limited Series,19470000,
2022-12-04,tv (non-english),5,first love,First Love: Season 1,12300000,
2022-12-04,tv (non-english),6,reborn rich,,12070000,
2022-12-04,tv (non-english),7,khakee the bihar chapter,Khakee: The Bihar Chapter: Season 1,11270000,
2022-12-04,tv (non-english),8,jojos bizarre adventure,JoJo's Bizarre Adventure: STONE OCEAN,8770000,
2022-12-04,tv (non-english),9,chiquititas,,7100000,
2022-12-04,tv (non-english),10,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,5500000,
2022-11-27,films (english),1,slumberland,,45430000,
2022-11-27,films (english),2,the noel diary,,36270000,
2022-11-27,films (english),3,the swimmers,,22480000,
2022-11-27,films (english),4,the wonder,,16860000,
2022-11-27,films (english),5,falling for christmas,,14980000,
2022-11-27,films (english),6,christmas with you,,13800000,
2022-11-27,films (english),7,christmas on mistletoe farm,,13470000,
2022-11-27,films (english),8,enola holmes 2,,9670000,
2022-11-27,films (english),9,where the crawdads sing,,9640000,
2022-11-27,films (english),10,ghislaine maxwell filthy rich,,7290000,
2022-11-27,films (non-english),1,lesson plan,,17310000,
2022-11-27,films (non-english),2,the lost patient,,8670000,
2022-11-27,films (non-english),3,all quiet on the western front,,4870000,
2022-11-27,films (non-english),4,lost bullet 2,,4470000,
2022-11-27,films (non-english),5,godfather hindi,,4340000,
2022-11-27,films (non-english),6,deception round d corner,,3370000,
2022-11-27,films (non-english),7,whos a good boy,,3180000,
2022-11-27,films (non-english),8,off track,,2670000,
2022-11-27,films (non-english),9,beyond the universe,,2310000,
2022-11-27,films (non-english),10,lost bullet,,2230000,
2022-11-27,tv (english),1,wednesday,Wednesday: Season 1,341230000,
2022-11-27,tv (english),2,1899,1899: Season 1,87890000,
2022-11-27,tv (english),3,the crown,The Crown: Season 5,42360000,
2022-11-27,tv (english),4,dead to me,Dead to Me: Season 3,33330000,
2022-11-27,tv (english),5,manifest,Manifest: Season 4,21600000,
2022-11-27,tv (english),6,manifest,Manifest: Season 1,15010000,
2022-11-27,tv (english),7,pepsi wheres my jet,"Pepsi, Where's My Jet?: Limited Series",14160000,
2022-11-27,tv (english),8,manifest,Manifest: Season 3,12260000,
2022-11-27,tv (english),9,warrior nun,Warrior Nun: Season 2,11970000,
2022-11-27,tv (english),10,dead to me,Dead to Me: Season 1,11940000,
2022-11-27,tv (non-english),1,elite,Elite: Season 6,48270000,
2022-11-27,tv (non-english),2,til money do us part,Til Money Do Us Part: Season 1,32210000,
2022-11-27,tv (non-english),3,under the queens umbrella,Under the Queen's Umbrella: Limited Series,18080000,
2022-11-27,tv (non-english),4,reborn rich,,10350000,
2022-11-27,tv (non-english),5,somebody,Somebody: Season 1,9940000,
2022-11-27,tv (non-english),6,the unbroken voice,The Unbroken Voice: Season 1,9900000,
2022-11-27,tv (non-english),7,chiquititas,,7280000,
2022-11-27,tv (non-english),8,first love,First Love: Season 1,7220000,
2022-11-27,tv (non-english),9,khakee the bihar chapter,Khakee: The Bihar Chapter: Season 1,6330000,
2022-11-27,tv (non-english),10,café con aroma de mujer,Café con aroma de mujer: Season 1,6310000,
2022-11-20,films (english),1,falling for christmas,,37850000,
2022-11-20,films (english),2,slumberland,,33370000,
2022-11-20,films (english),3,the wonder,,26180000,
2022-11-20,films (english),4,enola holmes 2,,21420000,
2022-11-20,films (english),5,where the crawdads sing,,20330000,
2022-11-20,films (english),6,christmas with you,,17930000,
2022-11-20,films (english),7,minions more volume 2,,10500000,
2022-11-20,films (english),8,the good nurse,,8800000,
2022-11-20,films (english),9,enola holmes,,7610000,
2022-11-20,films (english),10,i am vanessa guillen,,7500000,
2022-11-20,films (non-english),1,lost bullet 2,,18700000,
2022-11-20,films (non-english),2,all quiet on the western front,,9490000,
2022-11-20,films (non-english),3,lost bullet,,6870000,
2022-11-20,films (non-english),4,beyond the universe,,6130000,
2022-11-20,films (non-english),5,monica o my darling,,5840000,
2022-11-20,films (non-english),6,racionais mcs from the streets of são paulo,,4690000,
2022-11-20,films (non-english),7,the claus family 2,,3800000,
2022-11-20,films (non-english),8,dont leave,,3410000,
2022-11-20,films (non-english),9,the chalk line,,3230000,
2022-11-20,films (non-english),10,the takeover,,2620000,
2022-11-20,tv (english),1,the crown,The Crown: Season 5,84310000,
2022-11-20,tv (english),2,1899,1899: Season 1,79270000,
2022-11-20,tv (english),3,manifest,Manifest: Season 4,35730000,
2022-11-20,tv (english),4,dead to me,Dead to Me: Season 3,30300000,
2022-11-20,tv (english),5,warrior nun,Warrior Nun: Season 2,27740000,
2022-11-20,tv (english),6,manifest,Manifest: Season 1,25940000,
2022-11-20,tv (english),7,ancient apocalypse,Ancient Apocalypse: Season 1,24620000,
2022-11-20,tv (english),8,warrior nun,Warrior Nun: Season 1,20100000,
2022-11-20,tv (english),9,from scratch,From Scratch: Limited Series,19880000,
2022-11-20,tv (english),10,love is blind,Love Is Blind: Season 3,19310000,
2022-11-20,tv (non-english),1,til money do us part,Til Money Do Us Part: Season 1,39960000,
2022-11-20,tv (non-english),2,elite,Elite: Season 6,36870000,
2022-11-20,tv (non-english),3,under the queens umbrella,Under the Queen's Umbrella: Limited Series,15620000,
2022-11-20,tv (non-english),4,little women,Little Women: Limited Series,8590000,
2022-11-20,tv (non-english),5,chiquititas,,7940000,
2022-11-20,tv (non-english),6,café con aroma de mujer,Café con aroma de mujer: Season 1,6850000,
2022-11-20,tv (non-english),7,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,6780000,
2022-11-20,tv (non-english),8,pablo escobar el patrón del mal,"Pablo Escobar, el patrón del mal: Season 1",5760000,
2022-11-20,tv (non-english),9,love never lies destination sardinia,Love Never Lies: Destination Sardinia: Season 1,5420000,
2022-11-20,tv (non-english),10,dubai bling,Dubai Bling: Season 1,5400000,
2022-11-13,films (english),1,enola holmes 2,,62860000,
2022-11-13,films (english),2,falling for christmas,,48360000,
2022-11-13,films (english),3,enola holmes,,18650000,
2022-11-13,films (english),4,medieval,,18230000,
2022-11-13,films (english),5,the good nurse,,15060000,
2022-11-13,films (english),6,minions more volume 2,,13510000,
2022-11-13,films (english),7,the bad guys,,12190000,
2022-11-13,films (english),8,where the crawdads sing,,10830000,
2022-11-13,films (english),9,the school for good and evil,,8850000,
2022-11-13,films (english),10,hotel transylvania 2,,7920000,
2022-11-13,films (non-english),1,lost bullet 2,,24280000,
2022-11-13,films (non-english),2,all quiet on the western front,,17610000,
2022-11-13,films (non-english),3,beyond the universe,,11250000,
2022-11-13,films (non-english),4,the takeover,,8890000,
2022-11-13,films (non-english),5,the chalk line,,6960000,
2022-11-13,films (non-english),6,the claus family 2,,5710000,
2022-11-13,films (non-english),7,lost bullet,,5570000,
2022-11-13,films (non-english),8,monica o my darling,,4450000,
2022-11-13,films (non-english),9,dont leave,,3770000,
2022-11-13,films (non-english),10,20th century girl,,3060000,
2022-11-13,tv (english),1,the crown,The Crown: Season 5,107390000,
2022-11-13,tv (english),2,manifest,Manifest: Season 4,74780000,
2022-11-13,tv (english),3,love is blind,Love Is Blind: Season 3,47250000,
2022-11-13,tv (english),4,manifest,Manifest: Season 1,41990000,
2022-11-13,tv (english),5,from scratch,From Scratch: Limited Series,31300000,
2022-11-13,tv (english),6,warrior nun,Warrior Nun: Season 2,26220000,
2022-11-13,tv (english),7,inside man,Inside Man: Season 1,24970000,
2022-11-13,tv (english),8,the watcher,The Watcher: Season 1,18850000,
2022-11-13,tv (english),9,manifest,Manifest: Season 2,18200000,
2022-11-13,tv (english),10,guillermo del toros cabinet of curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,18170000,
2022-11-13,tv (non-english),1,til money do us part,Til Money Do Us Part: Season 1,46600000,
2022-11-13,tv (non-english),2,the secret of the greco family,The Secret of the Greco Family: Season 1,14200000,
2022-11-13,tv (non-english),3,under the queens umbrella,Under the Queen's Umbrella: Limited Series,12200000,
2022-11-13,tv (non-english),4,little women,Little Women: Limited Series,10330000,
2022-11-13,tv (non-english),5,if only,If Only: Season 1,8920000,
2022-11-13,tv (non-english),6,dubai bling,Dubai Bling: Season 1,8840000,
2022-11-13,tv (non-english),7,chiquititas,,7400000,
2022-11-13,tv (non-english),8,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,6980000,
2022-11-13,tv (non-english),9,café con aroma de mujer,Café con aroma de mujer: Season 1,6580000,
2022-11-13,tv (non-english),10,young royals,Young Royals: Season 2,6290000,
2022-11-06,films (english),1,enola holmes 2,,64080000,
2022-11-06,films (english),2,the good nurse,,36780000,
2022-11-06,films (english),3,the school for good and evil,,19030000,
2022-11-06,films (english),4,war,,16760000,
2022-11-06,films (english),5,wild is the wind,,16390000,
2022-11-06,films (english),6,the bad guys,,15910000,
2022-11-06,films (english),7,hotel transylvania 2,,10370000,
2022-11-06,films (english),8,enola holmes,,9640000,
2022-11-06,films (english),9,oblivion,,5860000,
2022-11-06,films (english),10,the curse of bridge hollow,,5030000,
2022-11-06,films (non-english),1,all quiet on the western front,,39950000,
2022-11-06,films (non-english),2,the takeover,,25880000,
2022-11-06,films (non-english),3,beyond the universe,,20550000,
2022-11-06,films (non-english),4,the chalk line,,10360000,
2022-11-06,films (non-english),5,20th century girl,,7550000,
2022-11-06,films (non-english),6,hellhole,,6000000,
2022-11-06,films (non-english),7,lost bullet,,3930000,
2022-11-06,films (non-english),8,robbing mussolini,,3060000,
2022-11-06,films (non-english),9,someone borrowed,,2940000,
2022-11-06,films (non-english),10,the ghost,,2880000,
2022-11-06,tv (english),1,manifest,Manifest: Season 4,57060000,
2022-11-06,tv (english),2,inside man,Inside Man: Season 1,52940000,
2022-11-06,tv (english),3,from scratch,From Scratch: Limited Series,50450000,
2022-11-06,tv (english),4,love is blind,Love Is Blind: Season 3,47130000,
2022-11-06,tv (english),5,guillermo del toros cabinet of curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,38800000,
2022-11-06,tv (english),6,the watcher,The Watcher: Season 1,35420000,
2022-11-06,tv (english),7,half bad the bastard son the devil himself,Half Bad: The Bastard Son & The Devil Himself: Season 1,30890000,
2022-11-06,tv (english),8,dahmer,DAHMER: Monster: The Jeffrey Dahmer Story,28250000,
2022-11-06,tv (english),9,killer sally,Killer Sally: Limited Series,25360000,
2022-11-06,tv (english),10,manifest,Manifest: Season 1,20300000,
2022-11-06,tv (non-english),1,til money do us part,Til Money Do Us Part: Season 1,52230000,
2022-11-06,tv (non-english),2,dubai bling,Dubai Bling: Season 1,20790000,
2022-11-06,tv (non-english),3,young royals,Young Royals: Season 2,18860000,
2022-11-06,tv (non-english),4,if only,If Only: Season 1,14950000,
2022-11-06,tv (non-english),5,little women,Little Women: Limited Series,11300000,
2022-11-06,tv (non-english),6,under the queens umbrella,Under the Queen's Umbrella: Limited Series,10420000,
2022-11-06,tv (non-english),7,barbarians,Barbarians: II,9390000,
2022-11-06,tv (non-english),8,once upon a small town,Once Upon a Small Town: Limited Series,9050000,
2022-11-06,tv (non-english),9,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,8370000,
2022-11-06,tv (non-english),10,chiquititas,,7760000,
2022-10-30,films (english),1,the good nurse,,68310000,
2022-10-30,films (english),2,the school for good and evil,,41950000,
2022-10-30,films (english),3,the stranger,,9170000,
2022-10-30,films (english),4,wild is the wind,,8890000,
2022-10-30,films (english),5,the curse of bridge hollow,,8170000,
2022-10-30,films (english),6,luckiest girl alive,,8020000,
2022-10-30,films (english),7,sing,,5420000,
2022-10-30,films (english),8,the boss baby,,4210000,
2022-10-30,films (english),9,hubie halloween,,3960000,
2022-10-30,films (english),10,blade of the 47 ronin,,3940000,
2022-10-30,films (non-english),1,all quiet on the western front,,31500000,
2022-10-30,films (non-english),2,the chalk line,,17360000,
2022-10-30,films (non-english),3,20th century girl,,15900000,
2022-10-30,films (non-english),4,beyond the universe,,12360000,
2022-10-30,films (non-english),5,hellhole,,10470000,
2022-10-30,films (non-english),6,robbing mussolini,,4600000,
2022-10-30,films (non-english),7,someone borrowed,,4200000,
2022-10-30,films (non-english),8,lost bullet,,3250000,
2022-10-30,films (non-english),9,rurouni kenshin the beginning,,2290000,
2022-10-30,films (non-english),10,laal singh chaddha,,1990000,
2022-10-30,tv (english),1,from scratch,From Scratch: Limited Series,72020000,
2022-10-30,tv (english),2,the watcher,The Watcher: Season 1,67510000,
2022-10-30,tv (english),3,guillermo del toros cabinet of curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,49950000,
2022-10-30,tv (english),4,love is blind,Love Is Blind: Season 3,42070000,
2022-10-30,tv (english),5,dahmer,DAHMER: Monster: The Jeffrey Dahmer Story,40960000,
2022-10-30,tv (english),6,unsolved mysteries,Unsolved Mysteries: Volume 3,14060000,
2022-10-30,tv (english),7,half bad the bastard son the devil himself,Half Bad: The Bastard Son & The Devil Himself: Season 1,13830000,
2022-10-30,tv (english),8,28 days haunted,28 Days Haunted: Season 1,13670000,
2022-10-30,tv (english),9,big mouth,Big Mouth: Season 6,13590000,
2022-10-30,tv (english),10,little angel,Little Angel: Volume 1,10800000,
2022-10-30,tv (non-english),1,til money do us part,Til Money Do Us Part: Season 1,51490000,
2022-10-30,tv (non-english),2,barbarians,Barbarians: II,21220000,
2022-10-30,tv (non-english),3,dubai bling,Dubai Bling: Season 1,13710000,
2022-10-30,tv (non-english),4,little women,Little Women: Limited Series,12290000,
2022-10-30,tv (non-english),5,barbarians,,12120000,
2022-10-30,tv (non-english),6,vatican girl the disappearance of emanuela orlandi,Vatican Girl: The Disappearance of Emanuela Orlandi: Limited Series,10640000,
2022-10-30,tv (non-english),7,the empress,The Empress: Season 1,9990000,
2022-10-30,tv (non-english),8,if only,If Only: Season 1,9100000,
2022-10-30,tv (non-english),9,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,8990000,
2022-10-30,tv (non-english),10,under the queens umbrella,Under the Queen's Umbrella: Limited Series,8010000,
2022-10-23,films (english),1,the school for good and evil,,78830000,
2022-10-23,films (english),2,the curse of bridge hollow,,25340000,
2022-10-23,films (english),3,luckiest girl alive,,19300000,
2022-10-23,films (english),4,the stranger,,17040000,
2022-10-23,films (english),5,blackout,,12120000,
2022-10-23,films (english),6,black and blue,,9200000,
2022-10-23,films (english),7,sing,,7300000,
2022-10-23,films (english),8,mr harrigans phone,,5770000,
2022-10-23,films (english),9,the boss baby,,5190000,
2022-10-23,films (english),10,charlies angels,,4920000,
2022-10-23,films (non-english),1,someone borrowed,,14120000,
2022-10-23,films (non-english),2,20th century girl,,8000000,
2022-10-23,films (non-english),3,dobaaraa,,3780000,
2022-10-23,films (non-english),4,old people,,3600000,
2022-10-23,films (non-english),5,laal singh chaddha,,3080000,
2022-10-23,films (non-english),6,doll house,,2050000,
2022-10-23,films (non-english),7,forever rich,,2010000,
2022-10-23,films (non-english),8,loving adults,,1790000,
2022-10-23,films (non-english),9,blood red sky,,1510000,
2022-10-23,films (non-english),10,usogui,,1320000,
2022-10-23,tv (english),1,the watcher,The Watcher: Season 1,148240000,
2022-10-23,tv (english),2,dahmer,DAHMER: Monster: The Jeffrey Dahmer Story,69110000,
2022-10-23,tv (english),3,from scratch,From Scratch: Limited Series,32230000,
2022-10-23,tv (english),4,love is blind,Love Is Blind: Season 3,24890000,
2022-10-23,tv (english),5,the midnight club,The Midnight Club: Season 1,21650000,
2022-10-23,tv (english),6,unsolved mysteries,Unsolved Mysteries: Volume 3,18930000,
2022-10-23,tv (english),7,the sinner,The Sinner: Season 4: Percy,13240000,
2022-10-23,tv (english),8,28 days haunted,28 Days Haunted: Season 1,12980000,
2022-10-23,tv (english),9,dynasty,Dynasty: Season 5,12610000,
2022-10-23,tv (english),10,wild croc territory,Wild Croc Territory: Season 1,11550000,
2022-10-23,tv (non-english),1,til money do us part,Til Money Do Us Part: Season 1,21870000,
2022-10-23,tv (non-english),2,holy family,Holy Family: Season 1,18590000,
2022-10-23,tv (non-english),3,little women,Little Women: Limited Series,15550000,
2022-10-23,tv (non-english),4,the empress,The Empress: Season 1,15090000,
2022-10-23,tv (non-english),5,barbarians,Barbarians: II,14590000,
2022-10-23,tv (non-english),6,vatican girl the disappearance of emanuela orlandi,Vatican Girl: The Disappearance of Emanuela Orlandi: Limited Series,11580000,
2022-10-23,tv (non-english),7,the playlist,The Playlist: Limited Series,10920000,
2022-10-23,tv (non-english),8,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,10490000,
2022-10-23,tv (non-english),9,high water,High Water: Season 1,10290000,
2022-10-23,tv (non-english),10,barbarians,,8300000,
2022-10-16,films (english),1,luckiest girl alive,,57010000,
2022-10-16,films (english),2,the curse of bridge hollow,,25120000,
2022-10-16,films (english),3,blackout,,21090000,
2022-10-16,films (english),4,mr harrigans phone,,20080000,
2022-10-16,films (english),5,sing,,12310000,
2022-10-16,films (english),6,the redeem team,,10290000,
2022-10-16,films (english),7,the boss baby,,7390000,
2022-10-16,films (english),8,running with the devil,,6160000,
2022-10-16,films (english),9,blonde,,6090000,
2022-10-16,films (english),10,black and blue,,5600000,
2022-10-16,films (non-english),1,someone borrowed,,27380000,
2022-10-16,films (non-english),2,old people,,13480000,
2022-10-16,films (non-english),3,togo,,6790000,
2022-10-16,films (non-english),4,laal singh chaddha,,6490000,
2022-10-16,films (non-english),5,doll house,,4740000,
2022-10-16,films (non-english),6,jumping from high places,,3320000,
2022-10-16,films (non-english),7,aníkúlápó,,3030000,
2022-10-16,films (non-english),8,dobaaraa,,2090000,
2022-10-16,films (non-english),9,plan a plan b,,1810000,
2022-10-16,films (non-english),10,usogui,,1540000,
2022-10-16,tv (english),1,the watcher,The Watcher: Season 1,125010000,
2022-10-16,tv (english),2,dahmer,DAHMER: Monster: The Jeffrey Dahmer Story,122780000,
2022-10-16,tv (english),3,the midnight club,The Midnight Club: Season 1,49870000,
2022-10-16,tv (english),4,conversations with a killer the jeffrey dahmer tapes,Conversations with a Killer: The Jeffrey Dahmer Tapes: Limited Series,27710000,
2022-10-16,tv (english),5,dynasty,Dynasty: Season 5,18230000,
2022-10-16,tv (english),6,oddballs,Oddballs: Season 1,11900000,
2022-10-16,tv (english),7,the blacklist,The Blacklist: Season 9,11800000,
2022-10-16,tv (english),8,bling empire,Bling Empire: Season 3,10630000,
2022-10-16,tv (english),9,fate the winx saga,Fate: The Winx Saga: Season 2,9690000,
2022-10-16,tv (english),10,the mole,The Mole: Season 1,9640000,
2022-10-16,tv (non-english),1,high water,High Water: Season 1,31040000,
2022-10-16,tv (non-english),2,the empress,The Empress: Season 1,28080000,
2022-10-16,tv (non-english),3,little women,Little Women: Limited Series,24990000,
2022-10-16,tv (non-english),4,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,12150000,
2022-10-16,tv (non-english),5,el rey vicente fernández,"El Rey, Vicente Fernández: Season 1",9360000,
2022-10-16,tv (non-english),6,holy family,Holy Family: Season 1,8510000,
2022-10-16,tv (non-english),7,alchemy of souls,Alchemy of Souls: Part 1,7750000,
2022-10-16,tv (non-english),8,glitch,Glitch: Limited Series,7440000,
2022-10-16,tv (non-english),9,young lady and gentleman,,7070000,
2022-10-16,tv (non-english),10,chiquititas,,6000000,
2022-10-09,films (english),1,luckiest girl alive,,43080000,
2022-10-09,films (english),2,mr harrigans phone,,35420000,
2022-10-09,films (english),3,last seen alive,,18810000,
2022-10-09,films (english),4,blonde,,17410000,
2022-10-09,films (english),5,lou,,12600000,
2022-10-09,films (english),6,the boss baby,,8510000,
2022-10-09,films (english),7,sing,,8420000,
2022-10-09,films (english),8,marauders,,8350000,
2022-10-09,films (english),9,the redeem team,,7850000,
2022-10-09,films (english),10,minions more volume 1,,7090000,
2022-10-09,films (non-english),1,aníkúlápó,,8730000,
2022-10-09,films (non-english),2,laal singh chaddha,,6630000,
2022-10-09,films (non-english),3,old people,,6480000,
2022-10-09,films (non-english),4,plan a plan b,,5130000,
2022-10-09,films (non-english),5,togo,,4140000,
2022-10-09,films (non-english),6,jumping from high places,,3700000,
2022-10-09,films (non-english),7,athena,,2830000,
2022-10-09,films (non-english),8,brazil 2002 behind the scenes of brazils fifth fifa world cup victory,,1770000,
2022-10-09,films (non-english),9,ranga ranga vaibhavanga,,1620000,
2022-10-09,films (non-english),10,saakini daakini,,1370000,
2022-10-09,tv (english),1,dahmer,DAHMER: Monster: The Jeffrey Dahmer Story,205330000,
2022-10-09,tv (english),2,conversations with a killer the jeffrey dahmer tapes,Conversations with a Killer: The Jeffrey Dahmer Tapes: Limited Series,31400000,
2022-10-09,tv (english),3,dynasty,Dynasty: Season 5,27830000,
2022-10-09,tv (english),4,the midnight club,The Midnight Club: Season 1,18790000,
2022-10-09,tv (english),5,bling empire,Bling Empire: Season 3,15210000,
2022-10-09,tv (english),6,fate the winx saga,Fate: The Winx Saga: Season 2,14960000,
2022-10-09,tv (english),7,cobra kai,Cobra Kai: Season 5,13530000,
2022-10-09,tv (english),8,heartbreak high,Heartbreak High: Season 1,9480000,
2022-10-09,tv (english),9,stranger things,Stranger Things 4,9420000,
2022-10-09,tv (english),10,conversations with a killer the john wayne gacy tapes,Conversations with a Killer: The John Wayne Gacy Tapes: Limited Series,8860000,
2022-10-09,tv (non-english),1,the empress,The Empress: Season 1,59430000,
2022-10-09,tv (non-english),2,high water,High Water: Season 1,45840000,
2022-10-09,tv (non-english),3,little women,Little Women: Limited Series,23580000,
2022-10-09,tv (non-english),4,el rey vicente fernández,"El Rey, Vicente Fernández: Season 1",13750000,
2022-10-09,tv (non-english),5,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,12220000,
2022-10-09,tv (non-english),6,alchemy of souls,Alchemy of Souls: Part 1,9780000,
2022-10-09,tv (non-english),7,young lady and gentleman,,8520000,
2022-10-09,tv (non-english),8,cyberpunk edgerunners,Cyberpunk: Edgerunners: Season 1,8020000,
2022-10-09,tv (non-english),9,narcosaints,Narco-Saints: Season 1,7580000,
2022-10-09,tv (non-english),10,diary of a gigolo,Diary of a Gigolo: Season 1,7100000,
2022-10-02,films (english),1,lou,,46190000,
2022-10-02,films (english),2,blonde,,37340000,
2022-10-02,films (english),3,do revenge,,15920000,
2022-10-02,films (english),4,a jazzmans blues,,15670000,
2022-10-02,films (english),5,minions more volume 1,,10530000,
2022-10-02,films (english),6,last seen alive,,8110000,
2022-10-02,films (english),7,marauders,,6700000,
2022-10-02,films (english),8,inheritance,,6420000,
2022-10-02,films (english),9,father stu,,5450000,
2022-10-02,films (english),10,elysium,,5170000,
2022-10-02,films (non-english),1,athena,,13600000,
2022-10-02,films (non-english),2,the perfumier,,4500000,
2022-10-02,films (non-english),3,fullmetal alchemist the final alchemy,,4460000,
2022-10-02,films (non-english),4,plan a plan b,,3920000,
2022-10-02,films (non-english),5,aníkúlápó,,2680000,
2022-10-02,films (non-english),6,no limit,,2220000,
2022-10-02,films (non-english),7,el jeremías,,2210000,
2022-10-02,films (non-english),8,loving adults,,2160000,
2022-10-02,films (non-english),9,drifting home,,1720000,
2022-10-02,films (non-english),10,rrr hindi,,1190000,
2022-10-02,tv (english),1,dahmer,DAHMER: Monster: The Jeffrey Dahmer Story,299840000,
2022-10-02,tv (english),2,dynasty,Dynasty: Season 5,44610000,
2022-10-02,tv (english),3,fate the winx saga,Fate: The Winx Saga: Season 2,26400000,
2022-10-02,tv (english),4,cobra kai,Cobra Kai: Season 5,20820000,
2022-10-02,tv (english),5,heartbreak high,Heartbreak High: Season 1,14880000,
2022-10-02,tv (english),6,the crown,The Crown: Season 1,12090000,
2022-10-02,tv (english),7,the crown,The Crown: Season 2,11480000,
2022-10-02,tv (english),8,stranger things,Stranger Things 4,10340000,
2022-10-02,tv (english),9,fate the winx saga,Fate: The Winx Saga: Season 1,9560000,
2022-10-02,tv (english),10,inside the worlds toughest prisons,Inside the Worlds Toughest Prisons: Season 6,9130000,
2022-10-02,tv (non-english),1,the empress,The Empress: Season 1,47210000,
2022-10-02,tv (non-english),2,thai cave rescue,Thai Cave Rescue: Limited Series,21230000,
2022-10-02,tv (non-english),3,el rey vicente fernández,"El Rey, Vicente Fernández: Season 1",20870000,
2022-10-02,tv (non-english),4,little women,Little Women: Limited Series,18940000,
2022-10-02,tv (non-english),5,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,13370000,
2022-10-02,tv (non-english),6,narcosaints,Narco-Saints: Season 1,12080000,
2022-10-02,tv (non-english),7,cyberpunk edgerunners,Cyberpunk: Edgerunners: Season 1,11090000,
2022-10-02,tv (non-english),8,alchemy of souls,Alchemy of Souls: Part 1,10980000,
2022-10-02,tv (non-english),9,young lady and gentleman,,10860000,
2022-10-02,tv (non-english),10,diary of a gigolo,Diary of a Gigolo: Season 1,10200000,
2022-09-25,films (english),1,do revenge,,42550000,
2022-09-25,films (english),2,lou,,40570000,
2022-09-25,films (english),3,father stu,,13770000,
2022-09-25,films (english),4,i used to be famous,,11630000,
2022-09-25,films (english),5,a jazzmans blues,,7820000,
2022-09-25,films (english),6,me time,,6230000,
2022-09-25,films (english),7,minions more volume 1,,5660000,
2022-09-25,films (english),8,end of the road,,5540000,
2022-09-25,films (english),9,this is the end,,5320000,
2022-09-25,films (english),10,dolittle,,5130000,
2022-09-25,films (non-english),1,the perfumier,,9380000,
2022-09-25,films (non-english),2,athena,,6920000,
2022-09-25,films (non-english),3,no limit,,5800000,
2022-09-25,films (non-english),4,the catholic school,,4900000,
2022-09-25,films (non-english),5,drifting home,,4730000,
2022-09-25,films (non-english),6,mat kilau,,4130000,
2022-09-25,films (non-english),7,loving adults,,3860000,
2022-09-25,films (non-english),8,el jeremías,,3820000,
2022-09-25,films (non-english),9,fullmetal alchemist the final alchemy,,3350000,
2022-09-25,films (non-english),10,broad peak,,3210000,
2022-09-25,tv (english),1,dahmer,DAHMER: Monster: The Jeffrey Dahmer Story,196200000,
2022-09-25,tv (english),2,fate the winx saga,Fate: The Winx Saga: Season 2,60970000,
2022-09-25,tv (english),3,cobra kai,Cobra Kai: Season 5,38120000,
2022-09-25,tv (english),4,the crown,The Crown: Season 1,25690000,
2022-09-25,tv (english),5,fate the winx saga,Fate: The Winx Saga: Season 1,20250000,
2022-09-25,tv (english),6,heartbreak high,Heartbreak High: Season 1,18250000,
2022-09-25,tv (english),7,the crown,The Crown: Season 2,17520000,
2022-09-25,tv (english),8,dynasty,Dynasty: Season 5,12830000,
2022-09-25,tv (english),9,the imperfects,The Imperfects: Season 1,12760000,
